Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Fuselage,Steel,7,Used,Asia,Gulfstream,A320,Aircraft Maintenance,551,33,8503,621,920,80,2460,152,57.4461952035997,5.44665766917859,3.1639451922326,0.515396015744069,74.7858554534318,48.6354082202328,518,7882,840,2308,2.28271247694599,51.5396015744069,74.7858554534318
Wing,Aluminum,11,Used,Africa,Cessna,A320,Art Installations,667,156,9090,867,649,54,823,470,86.063429976525,2.12543086583029,4.21557970279512,0.422466057360542,1.62636274868097,40.4345064030413,511,8223,595,353,-2.09014883696482,42.2466057360542,1.62636274868097
Wing,Titanium,36,New,Africa,Airbus,A320,Art Installations,108,159,2247,259,712,48,1281,118,79.6408407202877,9.91629676381659,1.99795850276211,0.572437334033462,37.8235573687905,88.7138640767284,-51,1988,664,1163,7.91833826105448,57.2437334033462,37.8235573687905
Avionics,Steel,30,Used,Asia,Gulfstream,CRJ900,Building Materials,473,128,8229,252,579,64,3822,216,72.9021475480137,8.36601625926646,2.18926324326351,0.723713706141381,63.3880543790056,93.6345171859988,345,7977,515,3606,6.17675301600294,72.3713706141381,63.3880543790056
Fuselage,Steel,40,Used,Africa,Airbus,G650,Art Installations,858,62,5739,200,960,21,4206,127,69.0670251419545,4.11274524547118,2.09909035370399,0.105112728371139,11.2168494603873,76.4069098948696,796,5539,939,4079,2.01365489176718,10.5112728371139,11.2168494603873
Engine,Aluminum,34,Used,Africa,Boeing,737,Furniture,934,148,6517,578,261,127,4209,227,57.0327310315104,2.88029941726718,1.38455770070346,0.327570314357955,19.5240228261364,48.7966023730998,786,5939,134,3982,1.49574171656372,32.7570314357955,19.5240228261364
Landing Gear,Steel,34,Used,Asia,Gulfstream,737,Aircraft Maintenance,227,65,8151,210,997,20,3147,153,84.9510962818239,8.93049787343756,2.20642672800576,0.780254533331142,38.6744831425915,30.3163317119153,162,7941,977,2994,6.7240711454318,78.0254533331142,38.6744831425915
Engine,Aluminum,24,Used,North America,Boeing,CRJ900,Building Materials,593,25,5644,566,640,79,1575,103,62.6646395363444,3.4334450520791,1.82897401424168,0.75940000060359,63.0348574319097,24.6136502291267,568,5078,561,1472,1.60447103783742,75.940000060359,63.0348574319097
Avionics,Composite,12,New,North America,Bombardier,E175,Aircraft Maintenance,718,164,8867,939,946,117,2956,260,56.5250129990816,3.0919302284931,2.34512789259599,0.119225503279167,84.4145172478405,13.7514007750861,554,7928,829,2696,0.746802335897111,11.9225503279167,84.4145172478405
Avionics,Steel,4,New,Asia,Bombardier,A320,Aircraft Maintenance,742,84,8730,611,555,94,4994,340,57.9635313555646,1.25664994285263,2.35873830924214,0.293627854455623,26.1513179259815,42.4567537070132,658,8119,461,4654,-1.1020883663895,29.3627854455623,26.1513179259815
Wing,Composite,16,Used,North America,Bombardier,E175,Building Materials,824,20,4429,336,457,88,589,439,60.2765071363328,8.45170832684586,1.61257180664458,0.500819630911837,93.570979607855,67.957405335502,804,4093,369,150,6.83913652020128,50.0819630911837,93.570979607855
Landing Gear,Titanium,15,Used,North America,Cessna,CRJ900,Automotive Components,273,126,8226,702,478,171,3977,273,50.936090297827,6.38721383754854,1.82115731877755,0.891351262252049,96.8635217362389,4.8664504773356,147,7524,307,3704,4.56605651877098,89.1351262252049,96.8635217362389
Wing,Steel,25,New,Asia,Gulfstream,CRJ900,Aircraft Maintenance,694,197,7817,985,504,50,3293,307,76.5006156182466,3.21494583984944,1.39424888096197,0.739824052590556,57.749579079096,84.9552498458405,497,6832,454,2986,1.82069695888746,73.9824052590556,57.749579079096
Fuselage,Aluminum,37,Used,Africa,Gulfstream,E175,Automotive Components,237,186,9319,661,408,102,2050,307,70.0358623722764,7.59464696930293,1.82191637603677,0.642364875190103,57.1877046179444,90.5337269259902,51,8658,306,1743,5.77273059326616,64.2364875190103,57.1877046179444
Engine,Titanium,18,Used,Europe,Cessna,Citation X,Furniture,615,106,1388,313,503,93,4819,427,64.8086710133413,8.52336865982007,2.22340764805236,0.0858131597368166,75.1962915964083,82.8496399523354,509,1075,410,4392,6.2999610117677,8.58131597368166,75.1962915964083
Wing,Composite,4,Used,North America,Bombardier,G650,Building Materials,997,149,5320,654,536,52,3863,134,94.5746716005472,1.2998516300041,2.95668833041473,0.280741745544401,4.02381021127243,77.5773874439565,848,4666,484,3729,-1.65683670041063,28.0741745544401,4.02381021127243
Fuselage,Composite,2,New,South America,Boeing,E175,Aircraft Maintenance,598,38,8071,408,939,117,2661,480,62.3173369062052,5.2181261965694,4.14530096215501,0.532652592637883,9.94613169286883,40.0709531038085,560,7663,822,2181,1.07282523441439,53.2652592637883,9.94613169286883
Fuselage,Composite,2,Used,North America,Airbus,Citation X,Art Installations,709,30,6039,315,797,156,1467,382,73.2723286289092,3.48978299186786,4.58355029020025,0.758065366940969,57.4262614704335,9.11518929070683,679,5724,641,1085,-1.09376729833238,75.8065366940969,57.4262614704335
Engine,Titanium,4,New,Australia,Boeing,G650,Art Installations,862,67,9749,636,999,150,2657,315,93.4742989922767,2.70401751932462,2.18316529132693,0.821888037814344,35.8296651614523,80.8867483774059,795,9113,849,2342,0.520852227997685,82.1888037814344,35.8296651614523
Wing,Composite,8,Used,North America,Gulfstream,737,Automotive Components,147,43,1486,875,950,168,631,342,67.4068621889213,3.82223992441378,4.56001353102501,0.247094960214673,46.0861051083988,92.723092638754,104,611,782,289,-0.737773606611234,24.7094960214673,46.0861051083988
Avionics,Aluminum,16,New,North America,Gulfstream,737,Art Installations,167,59,5845,382,828,52,2190,130,79.0924061029632,6.29340777559567,4.28494493592105,0.0292405718259104,14.1944190102299,70.8148605100577,108,5463,776,2060,2.00846283967462,2.92405718259104,14.1944190102299
Wing,Composite,13,New,Africa,Cessna,Citation X,Automotive Components,373,133,3609,847,946,133,1673,273,58.2914966615476,9.95721407348108,2.39142608061365,0.616778159430551,39.8462954786338,5.16431452193094,240,2762,813,1400,7.56578799286742,61.6778159430551,39.8462954786338
Avionics,Aluminum,33,New,North America,Airbus,A320,Automotive Components,373,42,2304,917,481,33,2118,478,75.1397166074512,3.87566052565469,4.41844083250923,0.392072888291745,85.7059544831696,55.2142838694178,331,1387,448,1640,-0.542780306854546,39.2072888291745,85.7059544831696
Wing,Steel,9,New,South America,Airbus,737,Art Installations,893,105,9714,536,752,138,4598,325,80.8216615485967,9.3686890789473,4.7850071878828,0.515304750653134,25.2007856564704,4.42100440857534,788,9178,614,4273,4.5836818910645,51.5304750653134,25.2007856564704
Avionics,Composite,25,New,North America,Bombardier,Citation X,Building Materials,613,117,9823,405,597,82,1443,123,84.8511643927757,4.89241397668481,4.7177393740477,0.532415170027744,33.7466734258875,24.0774938585586,496,9418,515,1320,0.174674602637111,53.2415170027743,33.7466734258875
Avionics,Steel,37,New,South America,Airbus,Citation X,Building Materials,159,157,3622,473,478,123,2772,100,71.2561820589628,6.7800922370868,2.97577459256579,0.448111306769065,74.3610671311003,14.5575003412038,2,3149,355,2672,3.80431764452101,44.8111306769065,74.3610671311003
Avionics,Composite,35,Used,Australia,Bombardier,Citation X,Art Installations,410,86,7112,664,753,69,2944,291,50.6505650547857,5.67079757647354,3.40547487499419,0.450955108987294,99.5004169199058,95.9192128572627,324,6448,684,2653,2.26532270147935,45.0955108987294,99.5004169199058
Landing Gear,Composite,10,Used,Asia,Bombardier,737,Automotive Components,963,134,7528,667,458,76,4290,268,76.7086093805111,6.57266394046375,2.78299168294588,0.400203084822271,35.2962285795297,13.0219091229836,829,6861,382,4022,3.78967225751786,40.0203084822271,35.2962285795297
Engine,Aluminum,5,New,Africa,Cessna,A320,Art Installations,376,31,2767,963,477,77,4281,202,52.8121740194454,9.96505660479687,4.52947569659367,0.665557399852926,91.8440243204269,78.6836371234127,345,1804,400,4079,5.4355809082032,66.5557399852925,91.8440243204269
Landing Gear,Aluminum,48,New,Africa,Gulfstream,A320,Furniture,591,118,2365,319,380,70,825,198,67.6953401670899,6.43550225085646,1.13670778758005,0.153285658683109,15.3622099498217,57.5683555354759,473,2046,310,627,5.29879446327641,15.3285658683109,15.3622099498217
Engine,Titanium,18,Used,South America,Embraer,A320,Building Materials,385,163,5833,504,719,109,2997,143,82.2923023012093,7.25694951474873,1.28250005093925,0.890475442590273,69.3167673934585,48.0104926835079,222,5329,610,2854,5.97444946380947,89.0475442590273,69.3167673934585
Fuselage,Steel,43,Used,Australia,Airbus,E175,Furniture,658,35,7604,558,268,191,635,188,93.8817550115152,3.53911868512073,3.54123906629033,0.968051946096984,69.4626901175803,65.156130270715,623,7046,77,447,-0.00212038116960444,96.8051946096984,69.4626901175803
Fuselage,Composite,31,Used,Europe,Boeing,A320,Building Materials,638,38,8723,603,313,51,1570,367,52.0288574252725,5.76409806880175,3.47855130788573,0.353225653784461,24.700673697486,24.9708604071847,600,8120,262,1203,2.28554676091601,35.3225653784461,24.700673697486
Engine,Aluminum,31,New,South America,Boeing,Citation X,Aircraft Maintenance,805,78,7718,992,899,121,605,194,67.0586008659474,1.86811396535576,2.16109165717196,0.471611707062325,1.06978166817033,76.3116555875421,727,6726,778,411,-0.292977691816203,47.1611707062325,1.06978166817033
Wing,Composite,23,Used,North America,Cessna,737,Aircraft Maintenance,751,112,5902,466,789,34,4109,440,71.3139147244041,4.92086264451457,1.20309508534511,0.0764932256980411,10.841485756452,17.9269797664911,639,5436,755,3669,3.71776755916946,7.64932256980411,10.841485756452
Avionics,Titanium,37,New,Africa,Boeing,A320,Furniture,866,109,3298,282,308,90,2307,195,94.320212516575,5.2144195693319,3.2318289328963,0.369356100729706,34.2361289769109,58.6101953406947,757,3016,218,2112,1.9825906364356,36.9356100729706,34.2361289769109
Landing Gear,Steel,9,New,South America,Cessna,CRJ900,Art Installations,799,60,9979,674,775,28,3512,414,79.806885078933,6.30915736072927,2.4503887801331,0.10109741259842,94.8085093037843,75.3790787643804,739,9305,747,3098,3.85876858059616,10.109741259842,94.8085093037843
Landing Gear,Aluminum,0,Used,Australia,Boeing,CRJ900,Building Materials,447,150,7149,815,184,131,1019,276,87.0767990744925,7.60078873295394,3.5209244465341,0.882284766131776,67.4157998512741,66.440348451949,297,6334,53,743,4.07986428641984,88.2284766131775,67.4157998512741
Fuselage,Titanium,30,New,North America,Boeing,737,Automotive Components,570,145,2841,483,555,67,4403,466,50.7507007643252,6.02274331066756,2.94212495281131,0.228820754622142,73.2295896549224,2.63110560474481,425,2358,488,3937,3.08061835785624,22.8820754622142,73.2295896549224
Fuselage,Steel,28,Used,South America,Airbus,CRJ900,Art Installations,786,88,3609,785,510,175,4582,316,77.8304302873296,8.80715310098633,1.92275983083616,0.545788968985341,91.4814974581539,49.4377908322907,698,2824,335,4266,6.88439327015017,54.5788968985341,91.4814974581539
Engine,Titanium,25,New,North America,Cessna,737,Furniture,532,63,3273,674,550,32,2411,317,93.8141746521918,5.8737445106203,3.34186383628322,0.424791147068066,44.8809930488921,73.9629238067349,469,2599,518,2094,2.53188067433707,42.4791147068066,44.8809930488921
Engine,Aluminum,20,Used,North America,Airbus,A320,Aircraft Maintenance,344,70,5237,891,324,151,3283,349,76.8085077228546,9.66758245574858,3.1544854277129,0.0960529952807875,97.6076946966647,74.0858260613173,274,4346,173,2934,6.51309702803567,9.60529952807876,97.6076946966647
Engine,Composite,7,Used,South America,Gulfstream,CRJ900,Aircraft Maintenance,847,111,1566,784,851,161,1210,100,92.4749779709317,1.60751880569874,4.2244306514497,0.54334255911585,59.7322548342931,76.1777829532812,736,782,690,1110,-2.61691184575096,54.334255911585,59.7322548342931
Engine,Composite,34,New,Australia,Boeing,G650,Building Materials,354,153,1060,498,971,117,3702,461,62.2894721056094,6.65155199772512,2.21620470876516,0.0585894034208187,20.3190709871569,82.5652855459167,201,562,854,3241,4.43534728895996,5.85894034208187,20.3190709871569
Landing Gear,Aluminum,45,Used,South America,Bombardier,E175,Art Installations,633,136,5950,929,136,190,4583,430,81.2744806737816,8.87181522272582,4.23060432566391,0.572322555859625,18.0340182953617,86.8774092058913,497,5021,-54,4153,4.6412108970619,57.2322555859625,18.0340182953617
Wing,Steel,10,Used,Africa,Embraer,737,Automotive Components,375,107,4474,630,441,178,4419,155,86.9493896193704,7.48272817641886,3.72377981537862,0.021584691989846,98.249437712999,14.4637905720448,268,3844,263,4264,3.75894836104023,2.1584691989846,98.249437712999
Wing,Aluminum,33,Used,Australia,Embraer,G650,Automotive Components,535,167,6900,571,555,56,4923,147,77.3328603926693,5.59652993358448,3.35028713633618,0.595757558932577,94.718740164239,55.117623364175,368,6329,499,4776,2.2462427972483,59.5757558932577,94.718740164239
Fuselage,Composite,24,Used,Europe,Gulfstream,G650,Building Materials,222,184,5463,816,209,152,1523,384,53.7685546504893,1.26561574997509,4.34849796410454,0.788480655778739,85.1724171299786,77.1373349933798,38,4647,57,1139,-3.08288221412944,78.8480655778739,85.1724171299786
Wing,Steel,39,New,South America,Boeing,737,Furniture,367,79,4125,409,513,27,785,485,73.1763456521991,5.15474076454425,2.39229386888651,0.21376211512378,33.6517294852031,63.1057227583884,288,3716,486,300,2.76244689565774,21.376211512378,33.6517294852031
Wing,Steel,16,New,North America,Cessna,G650,Furniture,255,61,9911,673,238,137,4348,316,51.625788381111,6.29205312170367,4.0329102451483,0.0853464414534137,46.5277748162587,92.719248342406,194,9238,101,4032,2.25914287655537,8.53464414534137,46.5277748162587
Fuselage,Aluminum,29,Used,Europe,Airbus,737,Building Materials,771,195,2117,971,579,116,4600,256,80.8382829482069,5.48305875207466,4.95768830775613,0.383699913326473,6.22948172003986,45.9755724454786,576,1146,463,4344,0.525370444318525,38.3699913326473,6.22948172003986
Avionics,Titanium,2,New,South America,Airbus,G650,Art Installations,711,166,6673,328,283,183,3509,431,56.3620335520901,8.98781341285165,2.21103154410271,0.96138577978821,52.0445844508854,3.25676468180925,545,6345,100,3078,6.77678186874894,96.138577978821,52.0445844508854
Wing,Composite,21,Used,Africa,Cessna,A320,Furniture,161,138,2081,217,353,126,1395,446,54.8526956778303,5.4086850988296,4.19472014090236,0.0962800802964447,83.8525551079864,87.4878916987051,23,1864,227,949,1.21396495792724,9.62800802964447,83.8525551079864
Engine,Composite,22,Used,North America,Gulfstream,737,Building Materials,690,160,3600,889,580,142,937,192,81.0655997007049,8.39290721822583,4.97977671591722,0.558489569727547,61.4955511417916,34.4154417441627,530,2711,438,745,3.4131305023086,55.8489569727547,61.4955511417916
Wing,Steel,8,New,North America,Airbus,737,Art Installations,762,148,8711,815,157,24,3764,232,91.7780371812431,6.71107753151541,3.79773884450464,0.939384533481857,29.8669422282781,3.31191310193644,614,7896,133,3532,2.91333868701077,93.9384533481857,29.8669422282781
Wing,Aluminum,48,Used,North America,Cessna,A320,Aircraft Maintenance,902,99,1224,490,754,77,722,157,59.7071824366123,1.4409647880061,1.55801505909682,0.0425937701524883,90.4241828828053,37.1981988041483,803,734,677,565,-0.117050271090713,4.25937701524883,90.4241828828053
Avionics,Aluminum,11,Used,Asia,Airbus,G650,Furniture,654,120,6185,730,455,57,2541,166,90.1225258352807,1.46676762314872,2.60923879476111,0.696300916292167,94.4017922918704,87.1201353501549,534,5455,398,2375,-1.14247117161238,69.6300916292167,94.4017922918704
Avionics,Titanium,5,New,Europe,Gulfstream,Citation X,Furniture,783,22,3755,323,683,69,3634,111,62.2402153326711,5.68409853509989,2.42096704165173,0.32204586459204,17.7278754180405,60.7864541544901,761,3432,614,3523,3.26313149344815,32.204586459204,17.7278754180405
Avionics,Aluminum,32,Used,Africa,Cessna,G650,Art Installations,673,40,5313,974,330,171,3115,260,69.028308193443,9.47508115129219,3.8772566526767,0.844294260205531,44.0801032084614,18.1198307629278,633,4339,159,2855,5.59782449861549,84.4294260205531,44.0801032084614
Fuselage,Titanium,6,Used,Asia,Gulfstream,737,Aircraft Maintenance,637,139,5539,421,194,182,3963,412,55.4348891569131,1.83772950853386,2.49916284627972,0.728098313602844,28.7999519201024,81.9108645079477,498,5118,12,3551,-0.661433337745867,72.8098313602844,28.7999519201024
Engine,Composite,31,New,South America,Gulfstream,G650,Aircraft Maintenance,961,175,9495,378,207,195,864,182,82.2279516056552,9.59436004576293,1.62931355993632,0.255633264068416,60.4274235621123,53.3839280798361,786,9117,12,682,7.9650464858266,25.5633264068416,60.4274235621123
Landing Gear,Aluminum,27,New,South America,Cessna,E175,Furniture,561,58,3030,865,945,52,3762,458,61.4332733723378,9.40481306417972,2.16082350097467,0.923714793046207,72.34164375683,28.7321744646895,503,2165,893,3304,7.24398956320504,92.3714793046207,72.34164375683
Avionics,Composite,39,New,Europe,Cessna,737,Automotive Components,848,67,7858,803,735,129,1876,478,72.9639531411222,8.41880931864362,1.62945459152715,0.0100926339361004,97.9843860634708,28.8735843715426,781,7055,606,1398,6.78935472711647,1.00926339361004,97.9843860634708
Fuselage,Steel,2,Used,Asia,Bombardier,A320,Art Installations,757,162,4040,772,858,42,1106,474,58.2776330136663,8.3122392656282,1.36666665562517,0.344122405077859,91.374296734604,16.2288653736842,595,3268,816,632,6.94557261000302,34.4122405077859,91.374296734604
